,被试数量,样本序号,实验序号,实验处理,误差,p值
0,2,1,Exp1,D2U,None,0.34375
0,2,1,Exp1,L2R,None,0.109375
0,2,1,Exp1,R2L,None,0.34375
0,2,1,Exp1,U2D,None,0.001953125
0,2,1,Exp2,"(0, 267.22222222222223)",prediction_error,0.0005387697136184922
0,2,1,Exp2,"(0, 534.4444444444445)",prediction_error,0.00841784482485163
0,2,1,Exp2,"(45, 267.22222222222223)",prediction_error,0.020013707725056798
0,2,1,Exp2,"(45, 534.4444444444445)",prediction_error,0.025638331248418092
0,2,1,Exp2,"(90, 267.22222222222223)",prediction_error,0.0013828564424815692
0,2,1,Exp2,"(90, 534.4444444444445)",prediction_error,0.004785224357909005
0,2,1,Exp2,"(135, 267.22222222222223)",prediction_error,0.018013268708515797
0,2,1,Exp2,"(135, 534.4444444444445)",prediction_error,0.013303592424145297
0,2,1,Exp2,"(180, 267.22222222222223)",prediction_error,0.0010319237157384701
0,2,1,Exp2,"(180, 534.4444444444445)",prediction_error,8.691984501003524e-05
0,2,1,Exp2,"(225, 267.22222222222223)",prediction_error,0.02119315806417727
0,2,1,Exp2,"(225, 534.4444444444445)",prediction_error,0.017075848736532177
0,2,1,Exp2,"(270, 267.22222222222223)",prediction_error,0.018854063411512068
0,2,1,Exp2,"(270, 534.4444444444445)",prediction_error,0.01675239474912048
0,2,1,Exp2,"(315, 267.22222222222223)",prediction_error,0.023054863178346784
0,2,1,Exp2,"(315, 534.4444444444445)",prediction_error,0.03200681615375752
0,2,1,Exp2,"(0, 267.22222222222223)",prediction_error,0.0005387697136184922
0,2,1,Exp2,"(0, 534.4444444444445)",prediction_error,0.00841784482485163
0,2,1,Exp2,"(45, 267.22222222222223)",prediction_error,0.020013707725056798
0,2,1,Exp2,"(45, 534.4444444444445)",prediction_error,0.025638331248418092
0,2,1,Exp2,"(90, 267.22222222222223)",prediction_error,0.0013828564424815692
0,2,1,Exp2,"(90, 534.4444444444445)",prediction_error,0.004785224357909005
0,2,1,Exp2,"(135, 267.22222222222223)",prediction_error,0.018013268708515797
0,2,1,Exp2,"(135, 534.4444444444445)",prediction_error,0.013303592424145297
0,2,1,Exp2,"(180, 267.22222222222223)",prediction_error,0.0010319237157384701
0,2,1,Exp2,"(180, 534.4444444444445)",prediction_error,8.691984501003524e-05
0,2,1,Exp2,"(225, 267.22222222222223)",prediction_error,0.02119315806417727
0,2,1,Exp2,"(225, 534.4444444444445)",prediction_error,0.017075848736532177
0,2,1,Exp2,"(270, 267.22222222222223)",prediction_error,0.018854063411512068
0,2,1,Exp2,"(270, 534.4444444444445)",prediction_error,0.01675239474912048
0,2,1,Exp2,"(315, 267.22222222222223)",prediction_error,0.023054863178346784
0,2,1,Exp2,"(315, 534.4444444444445)",prediction_error,0.03200681615375752
0,2,1,Exp3,"(1, -1)",predictError,2.998286722864665e-19
0,2,1,Exp3,"(1, 1)",predictError,5.40353776076146e-16
0,2,1,Exp3,"(2, -1)",predictError,8.261565244871327e-13
0,2,1,Exp3,"(2, 1)",predictError,1.7777148821656486e-15
0,2,1,Exp3,"(3, -1)",predictError,1.3522890423509006e-11
0,2,1,Exp3,"(3, 1)",predictError,2.9272548941084926e-12
0,2,2,Exp1,D2U,None,1.0
0,2,2,Exp1,L2R,None,1.0
0,2,2,Exp1,R2L,None,0.75390625
0,2,2,Exp1,U2D,None,0.001953125
0,2,2,Exp2,"(0, 267.22222222222223)",prediction_error,1.592977225930342e-05
0,2,2,Exp2,"(0, 534.4444444444445)",prediction_error,0.007967978933777684
0,2,2,Exp2,"(45, 267.22222222222223)",prediction_error,2.737524790602771e-08
0,2,2,Exp2,"(45, 534.4444444444445)",prediction_error,0.00010366847100788636
0,2,2,Exp2,"(90, 267.22222222222223)",prediction_error,7.523897702595383e-11
0,2,2,Exp2,"(90, 534.4444444444445)",prediction_error,0.001173479718775939
0,2,2,Exp2,"(135, 267.22222222222223)",prediction_error,7.0595086303844734e-06
0,2,2,Exp2,"(135, 534.4444444444445)",prediction_error,0.007451200863634008
0,2,2,Exp2,"(180, 267.22222222222223)",prediction_error,5.336404003246254e-05
0,2,2,Exp2,"(180, 534.4444444444445)",prediction_error,0.0014432682970104778
0,2,2,Exp2,"(225, 267.22222222222223)",prediction_error,1.9906753752190328e-05
0,2,2,Exp2,"(225, 534.4444444444445)",prediction_error,0.004410933980861082
0,2,2,Exp2,"(270, 267.22222222222223)",prediction_error,0.0040723278927307415
0,2,2,Exp2,"(270, 534.4444444444445)",prediction_error,0.005263454517557253
0,2,2,Exp2,"(315, 267.22222222222223)",prediction_error,1.871014134119445e-05
0,2,2,Exp2,"(315, 534.4444444444445)",prediction_error,0.00453780451712818
0,2,2,Exp2,"(0, 267.22222222222223)",prediction_error,1.592977225930342e-05
0,2,2,Exp2,"(0, 534.4444444444445)",prediction_error,0.007967978933777684
0,2,2,Exp2,"(45, 267.22222222222223)",prediction_error,2.737524790602771e-08
0,2,2,Exp2,"(45, 534.4444444444445)",prediction_error,0.00010366847100788636
0,2,2,Exp2,"(90, 267.22222222222223)",prediction_error,7.523897702595383e-11
0,2,2,Exp2,"(90, 534.4444444444445)",prediction_error,0.001173479718775939
0,2,2,Exp2,"(135, 267.22222222222223)",prediction_error,7.0595086303844734e-06
0,2,2,Exp2,"(135, 534.4444444444445)",prediction_error,0.007451200863634008
0,2,2,Exp2,"(180, 267.22222222222223)",prediction_error,5.336404003246254e-05
0,2,2,Exp2,"(180, 534.4444444444445)",prediction_error,0.0014432682970104778
0,2,2,Exp2,"(225, 267.22222222222223)",prediction_error,1.9906753752190328e-05
0,2,2,Exp2,"(225, 534.4444444444445)",prediction_error,0.004410933980861082
0,2,2,Exp2,"(270, 267.22222222222223)",prediction_error,0.0040723278927307415
0,2,2,Exp2,"(270, 534.4444444444445)",prediction_error,0.005263454517557253
0,2,2,Exp2,"(315, 267.22222222222223)",prediction_error,1.871014134119445e-05
0,2,2,Exp2,"(315, 534.4444444444445)",prediction_error,0.00453780451712818
0,2,2,Exp3,"(1, -1)",predictError,3.2975969369390356e-13
0,2,2,Exp3,"(1, 1)",predictError,2.2706288347332163e-14
0,2,2,Exp3,"(2, -1)",predictError,6.036009833120749e-11
0,2,2,Exp3,"(2, 1)",predictError,5.497014599760811e-15
0,2,2,Exp3,"(3, -1)",predictError,2.849615975728775e-10
0,2,2,Exp3,"(3, 1)",predictError,1.3290510289474175e-09
0,2,3,Exp1,D2U,None,1.0
0,2,3,Exp1,L2R,None,0.75390625
0,2,3,Exp1,R2L,None,0.75390625
0,2,3,Exp1,U2D,None,0.021484375
0,2,3,Exp2,"(0, 267.22222222222223)",prediction_error,0.000984543437195862
0,2,3,Exp2,"(0, 534.4444444444445)",prediction_error,0.00033300430363561337
0,2,3,Exp2,"(45, 267.22222222222223)",prediction_error,3.3117009634245213e-06
0,2,3,Exp2,"(45, 534.4444444444445)",prediction_error,0.003399632791697126
0,2,3,Exp2,"(90, 267.22222222222223)",prediction_error,1.784440067458735e-10
0,2,3,Exp2,"(90, 534.4444444444445)",prediction_error,0.011799815004958754
0,2,3,Exp2,"(135, 267.22222222222223)",prediction_error,4.574268048401539e-06
0,2,3,Exp2,"(135, 534.4444444444445)",prediction_error,0.013480390527989087
0,2,3,Exp2,"(180, 267.22222222222223)",prediction_error,0.0011069866938006338
0,2,3,Exp2,"(180, 534.4444444444445)",prediction_error,0.0019393308316370498
0,2,3,Exp2,"(225, 267.22222222222223)",prediction_error,0.001501057809550577
0,2,3,Exp2,"(225, 534.4444444444445)",prediction_error,0.003202677242777611
0,2,3,Exp2,"(270, 267.22222222222223)",prediction_error,0.0048404346122567134
0,2,3,Exp2,"(270, 534.4444444444445)",prediction_error,0.005871994727270221
0,2,3,Exp2,"(315, 267.22222222222223)",prediction_error,6.40585044016713e-06
0,2,3,Exp2,"(315, 534.4444444444445)",prediction_error,0.009590948166682309
0,2,3,Exp2,"(0, 267.22222222222223)",prediction_error,0.000984543437195862
0,2,3,Exp2,"(0, 534.4444444444445)",prediction_error,0.00033300430363561337
0,2,3,Exp2,"(45, 267.22222222222223)",prediction_error,3.3117009634245213e-06
0,2,3,Exp2,"(45, 534.4444444444445)",prediction_error,0.003399632791697126
0,2,3,Exp2,"(90, 267.22222222222223)",prediction_error,1.784440067458735e-10
0,2,3,Exp2,"(90, 534.4444444444445)",prediction_error,0.011799815004958754
0,2,3,Exp2,"(135, 267.22222222222223)",prediction_error,4.574268048401539e-06
0,2,3,Exp2,"(135, 534.4444444444445)",prediction_error,0.013480390527989087
0,2,3,Exp2,"(180, 267.22222222222223)",prediction_error,0.0011069866938006338
0,2,3,Exp2,"(180, 534.4444444444445)",prediction_error,0.0019393308316370498
0,2,3,Exp2,"(225, 267.22222222222223)",prediction_error,0.001501057809550577
0,2,3,Exp2,"(225, 534.4444444444445)",prediction_error,0.003202677242777611
0,2,3,Exp2,"(270, 267.22222222222223)",prediction_error,0.0048404346122567134
0,2,3,Exp2,"(270, 534.4444444444445)",prediction_error,0.005871994727270221
0,2,3,Exp2,"(315, 267.22222222222223)",prediction_error,6.40585044016713e-06
0,2,3,Exp2,"(315, 534.4444444444445)",prediction_error,0.009590948166682309
0,2,3,Exp3,"(1, -1)",predictError,5.411946447141125e-13
0,2,3,Exp3,"(1, 1)",predictError,8.354075096404766e-14
0,2,3,Exp3,"(2, -1)",predictError,6.823287506924163e-14
0,2,3,Exp3,"(2, 1)",predictError,3.7131016764109427e-13
0,2,3,Exp3,"(3, -1)",predictError,4.1375749248532967e-11
0,2,3,Exp3,"(3, 1)",predictError,1.3040087196820553e-10
0,2,4,Exp1,D2U,None,0.75390625
0,2,4,Exp1,L2R,None,1.0
0,2,4,Exp1,R2L,None,0.75390625
0,2,4,Exp1,U2D,None,1.0
0,2,4,Exp2,"(0, 267.22222222222223)",prediction_error,0.0014874085982754892
0,2,4,Exp2,"(0, 534.4444444444445)",prediction_error,0.008365272681344236
0,2,4,Exp2,"(45, 267.22222222222223)",prediction_error,1.690384728597304e-07
0,2,4,Exp2,"(45, 534.4444444444445)",prediction_error,0.0032723296677400547
0,2,4,Exp2,"(90, 267.22222222222223)",prediction_error,1.1649409434469965e-12
0,2,4,Exp2,"(90, 534.4444444444445)",prediction_error,0.0343343012474342
0,2,4,Exp2,"(135, 267.22222222222223)",prediction_error,4.197039961225379e-05
0,2,4,Exp2,"(135, 534.4444444444445)",prediction_error,0.003867164698303391
0,2,4,Exp2,"(180, 267.22222222222223)",prediction_error,0.005082577982898403
0,2,4,Exp2,"(180, 534.4444444444445)",prediction_error,0.005649716678326519
0,2,4,Exp2,"(225, 267.22222222222223)",prediction_error,0.0008585548329246173
0,2,4,Exp2,"(225, 534.4444444444445)",prediction_error,0.000492637103013711
0,2,4,Exp2,"(270, 267.22222222222223)",prediction_error,0.005262320955838167
0,2,4,Exp2,"(270, 534.4444444444445)",prediction_error,0.019692636895220262
0,2,4,Exp2,"(315, 267.22222222222223)",prediction_error,6.731028699625459e-05
0,2,4,Exp2,"(315, 534.4444444444445)",prediction_error,0.010661553723925528
0,2,4,Exp2,"(0, 267.22222222222223)",prediction_error,0.0014874085982754892
0,2,4,Exp2,"(0, 534.4444444444445)",prediction_error,0.008365272681344236
0,2,4,Exp2,"(45, 267.22222222222223)",prediction_error,1.690384728597304e-07
0,2,4,Exp2,"(45, 534.4444444444445)",prediction_error,0.0032723296677400547
0,2,4,Exp2,"(90, 267.22222222222223)",prediction_error,1.1649409434469965e-12
0,2,4,Exp2,"(90, 534.4444444444445)",prediction_error,0.0343343012474342
0,2,4,Exp2,"(135, 267.22222222222223)",prediction_error,4.197039961225379e-05
0,2,4,Exp2,"(135, 534.4444444444445)",prediction_error,0.003867164698303391
0,2,4,Exp2,"(180, 267.22222222222223)",prediction_error,0.005082577982898403
0,2,4,Exp2,"(180, 534.4444444444445)",prediction_error,0.005649716678326519
0,2,4,Exp2,"(225, 267.22222222222223)",prediction_error,0.0008585548329246173
0,2,4,Exp2,"(225, 534.4444444444445)",prediction_error,0.000492637103013711
0,2,4,Exp2,"(270, 267.22222222222223)",prediction_error,0.005262320955838167
0,2,4,Exp2,"(270, 534.4444444444445)",prediction_error,0.019692636895220262
0,2,4,Exp2,"(315, 267.22222222222223)",prediction_error,6.731028699625459e-05
0,2,4,Exp2,"(315, 534.4444444444445)",prediction_error,0.010661553723925528
0,2,4,Exp3,"(1, -1)",predictError,4.377572553711142e-19
0,2,4,Exp3,"(1, 1)",predictError,2.2017934178130397e-15
0,2,4,Exp3,"(2, -1)",predictError,2.935953306603488e-16
0,2,4,Exp3,"(2, 1)",predictError,2.846177417586966e-19
0,2,4,Exp3,"(3, -1)",predictError,5.299408983721255e-10
0,2,4,Exp3,"(3, 1)",predictError,5.4371410523330294e-09
0,2,5,Exp1,D2U,None,1.0
0,2,5,Exp1,L2R,None,0.75390625
0,2,5,Exp1,R2L,None,0.75390625
0,2,5,Exp1,U2D,None,0.34375
0,2,5,Exp2,"(0, 267.22222222222223)",prediction_error,0.003823533370403174
0,2,5,Exp2,"(0, 534.4444444444445)",prediction_error,0.00394602185287092
0,2,5,Exp2,"(45, 267.22222222222223)",prediction_error,0.040781774245902826
0,2,5,Exp2,"(45, 534.4444444444445)",prediction_error,0.007765696117602384
0,2,5,Exp2,"(90, 267.22222222222223)",prediction_error,0.014542963786601833
0,2,5,Exp2,"(90, 534.4444444444445)",prediction_error,0.001126580549801536
0,2,5,Exp2,"(135, 267.22222222222223)",prediction_error,0.10091644758070546
0,2,5,Exp2,"(135, 534.4444444444445)",prediction_error,0.061373830283263646
0,2,5,Exp2,"(180, 267.22222222222223)",prediction_error,0.008116904145299118
0,2,5,Exp2,"(180, 534.4444444444445)",prediction_error,0.053024447372653306
0,2,5,Exp2,"(225, 267.22222222222223)",prediction_error,0.000744155743736297
0,2,5,Exp2,"(225, 534.4444444444445)",prediction_error,0.02815411294138302
0,2,5,Exp2,"(270, 267.22222222222223)",prediction_error,0.07019106580819794
0,2,5,Exp2,"(270, 534.4444444444445)",prediction_error,0.007482929242345439
0,2,5,Exp2,"(315, 267.22222222222223)",prediction_error,0.0009109406868328557
0,2,5,Exp2,"(315, 534.4444444444445)",prediction_error,0.07873960686480592
0,2,5,Exp2,"(0, 267.22222222222223)",prediction_error,0.003823533370403174
0,2,5,Exp2,"(0, 534.4444444444445)",prediction_error,0.00394602185287092
0,2,5,Exp2,"(45, 267.22222222222223)",prediction_error,0.040781774245902826
0,2,5,Exp2,"(45, 534.4444444444445)",prediction_error,0.007765696117602384
0,2,5,Exp2,"(90, 267.22222222222223)",prediction_error,0.014542963786601833
0,2,5,Exp2,"(90, 534.4444444444445)",prediction_error,0.001126580549801536
0,2,5,Exp2,"(135, 267.22222222222223)",prediction_error,0.10091644758070546
0,2,5,Exp2,"(135, 534.4444444444445)",prediction_error,0.061373830283263646
0,2,5,Exp2,"(180, 267.22222222222223)",prediction_error,0.008116904145299118
0,2,5,Exp2,"(180, 534.4444444444445)",prediction_error,0.053024447372653306
0,2,5,Exp2,"(225, 267.22222222222223)",prediction_error,0.000744155743736297
0,2,5,Exp2,"(225, 534.4444444444445)",prediction_error,0.02815411294138302
0,2,5,Exp2,"(270, 267.22222222222223)",prediction_error,0.07019106580819794
0,2,5,Exp2,"(270, 534.4444444444445)",prediction_error,0.007482929242345439
0,2,5,Exp2,"(315, 267.22222222222223)",prediction_error,0.0009109406868328557
0,2,5,Exp2,"(315, 534.4444444444445)",prediction_error,0.07873960686480592
0,2,5,Exp3,"(1, -1)",predictError,3.8998898751531694e-13
0,2,5,Exp3,"(1, 1)",predictError,1.0316951854816401e-17
0,2,5,Exp3,"(2, -1)",predictError,8.342623839145517e-13
0,2,5,Exp3,"(2, 1)",predictError,1.0144207338903994e-18
0,2,5,Exp3,"(3, -1)",predictError,1.8411910714901886e-09
0,2,5,Exp3,"(3, 1)",predictError,3.0809825835195544e-11
0,2,6,Exp1,D2U,None,0.34375
0,2,6,Exp1,L2R,None,0.109375
0,2,6,Exp1,R2L,None,1.0
0,2,6,Exp1,U2D,None,0.109375
0,2,6,Exp2,"(0, 267.22222222222223)",prediction_error,2.4064470353998803e-07
0,2,6,Exp2,"(0, 534.4444444444445)",prediction_error,0.007955459988589037
0,2,6,Exp2,"(45, 267.22222222222223)",prediction_error,5.8292511081320734e-05
0,2,6,Exp2,"(45, 534.4444444444445)",prediction_error,0.002813417220852769
0,2,6,Exp2,"(90, 267.22222222222223)",prediction_error,8.033391284732734e-14
0,2,6,Exp2,"(90, 534.4444444444445)",prediction_error,0.007912416625891504
0,2,6,Exp2,"(135, 267.22222222222223)",prediction_error,4.3228333302408405e-09
0,2,6,Exp2,"(135, 534.4444444444445)",prediction_error,2.5116350244468207e-06
0,2,6,Exp2,"(180, 267.22222222222223)",prediction_error,1.5224239585515783e-05
0,2,6,Exp2,"(180, 534.4444444444445)",prediction_error,0.0005527240774818396
0,2,6,Exp2,"(225, 267.22222222222223)",prediction_error,0.0007878372274770591
0,2,6,Exp2,"(225, 534.4444444444445)",prediction_error,0.0060180999232562985
0,2,6,Exp2,"(270, 267.22222222222223)",prediction_error,0.004472609596696703
0,2,6,Exp2,"(270, 534.4444444444445)",prediction_error,0.0024401563452032464
0,2,6,Exp2,"(315, 267.22222222222223)",prediction_error,0.028468150252584024
0,2,6,Exp2,"(315, 534.4444444444445)",prediction_error,0.002640992976057399
0,2,6,Exp2,"(0, 267.22222222222223)",prediction_error,2.4064470353998803e-07
0,2,6,Exp2,"(0, 534.4444444444445)",prediction_error,0.007955459988589037
0,2,6,Exp2,"(45, 267.22222222222223)",prediction_error,5.8292511081320734e-05
0,2,6,Exp2,"(45, 534.4444444444445)",prediction_error,0.002813417220852769
0,2,6,Exp2,"(90, 267.22222222222223)",prediction_error,8.033391284732734e-14
0,2,6,Exp2,"(90, 534.4444444444445)",prediction_error,0.007912416625891504
0,2,6,Exp2,"(135, 267.22222222222223)",prediction_error,4.3228333302408405e-09
0,2,6,Exp2,"(135, 534.4444444444445)",prediction_error,2.5116350244468207e-06
0,2,6,Exp2,"(180, 267.22222222222223)",prediction_error,1.5224239585515783e-05
0,2,6,Exp2,"(180, 534.4444444444445)",prediction_error,0.0005527240774818396
0,2,6,Exp2,"(225, 267.22222222222223)",prediction_error,0.0007878372274770591
0,2,6,Exp2,"(225, 534.4444444444445)",prediction_error,0.0060180999232562985
0,2,6,Exp2,"(270, 267.22222222222223)",prediction_error,0.004472609596696703
0,2,6,Exp2,"(270, 534.4444444444445)",prediction_error,0.0024401563452032464
0,2,6,Exp2,"(315, 267.22222222222223)",prediction_error,0.028468150252584024
0,2,6,Exp2,"(315, 534.4444444444445)",prediction_error,0.002640992976057399
0,2,6,Exp3,"(1, -1)",predictError,4.2347118480945755e-14
0,2,6,Exp3,"(1, 1)",predictError,2.559636428573353e-12
0,2,6,Exp3,"(2, -1)",predictError,1.7438178248076453e-13
0,2,6,Exp3,"(2, 1)",predictError,1.1273159634670852e-15
0,2,6,Exp3,"(3, -1)",predictError,2.3466554020516277e-13
0,2,6,Exp3,"(3, 1)",predictError,8.816682195621577e-11
0,2,7,Exp1,D2U,None,0.34375
0,2,7,Exp1,L2R,None,0.75390625
0,2,7,Exp1,R2L,None,1.0
0,2,7,Exp1,U2D,None,0.021484375
0,2,7,Exp2,"(0, 267.22222222222223)",prediction_error,8.724943171272966e-05
0,2,7,Exp2,"(0, 534.4444444444445)",prediction_error,0.00765286967403945
0,2,7,Exp2,"(45, 267.22222222222223)",prediction_error,6.571068541873717e-07
0,2,7,Exp2,"(45, 534.4444444444445)",prediction_error,0.00026942385842502933
0,2,7,Exp2,"(90, 267.22222222222223)",prediction_error,1.1532095557508927e-10
0,2,7,Exp2,"(90, 534.4444444444445)",prediction_error,0.07116718056417876
0,2,7,Exp2,"(135, 267.22222222222223)",prediction_error,7.586567800132152e-06
0,2,7,Exp2,"(135, 534.4444444444445)",prediction_error,0.027134383571126703
0,2,7,Exp2,"(180, 267.22222222222223)",prediction_error,0.00041482572997981034
0,2,7,Exp2,"(180, 534.4444444444445)",prediction_error,0.0007763187297253744
0,2,7,Exp2,"(225, 267.22222222222223)",prediction_error,7.722073104507362e-05
0,2,7,Exp2,"(225, 534.4444444444445)",prediction_error,0.00031292458381586616
0,2,7,Exp2,"(270, 267.22222222222223)",prediction_error,0.02794722191851485
0,2,7,Exp2,"(270, 534.4444444444445)",prediction_error,0.06238900712904763
0,2,7,Exp2,"(315, 267.22222222222223)",prediction_error,7.950120857219548e-05
0,2,7,Exp2,"(315, 534.4444444444445)",prediction_error,0.0013195908264297652
0,2,7,Exp2,"(0, 267.22222222222223)",prediction_error,8.724943171272966e-05
0,2,7,Exp2,"(0, 534.4444444444445)",prediction_error,0.00765286967403945
0,2,7,Exp2,"(45, 267.22222222222223)",prediction_error,6.571068541873717e-07
0,2,7,Exp2,"(45, 534.4444444444445)",prediction_error,0.00026942385842502933
0,2,7,Exp2,"(90, 267.22222222222223)",prediction_error,1.1532095557508927e-10
0,2,7,Exp2,"(90, 534.4444444444445)",prediction_error,0.07116718056417876
0,2,7,Exp2,"(135, 267.22222222222223)",prediction_error,7.586567800132152e-06
0,2,7,Exp2,"(135, 534.4444444444445)",prediction_error,0.027134383571126703
0,2,7,Exp2,"(180, 267.22222222222223)",prediction_error,0.00041482572997981034
0,2,7,Exp2,"(180, 534.4444444444445)",prediction_error,0.0007763187297253744
0,2,7,Exp2,"(225, 267.22222222222223)",prediction_error,7.722073104507362e-05
0,2,7,Exp2,"(225, 534.4444444444445)",prediction_error,0.00031292458381586616
0,2,7,Exp2,"(270, 267.22222222222223)",prediction_error,0.02794722191851485
0,2,7,Exp2,"(270, 534.4444444444445)",prediction_error,0.06238900712904763
0,2,7,Exp2,"(315, 267.22222222222223)",prediction_error,7.950120857219548e-05
0,2,7,Exp2,"(315, 534.4444444444445)",prediction_error,0.0013195908264297652
0,2,7,Exp3,"(1, -1)",predictError,2.0895652195502873e-13
0,2,7,Exp3,"(1, 1)",predictError,8.5990454643711e-15
0,2,7,Exp3,"(2, -1)",predictError,6.756760859107412e-14
0,2,7,Exp3,"(2, 1)",predictError,6.150525677305655e-14
0,2,7,Exp3,"(3, -1)",predictError,7.965765732195493e-11
0,2,7,Exp3,"(3, 1)",predictError,1.8303179608992808e-07
0,2,8,Exp1,D2U,None,1.0
0,2,8,Exp1,L2R,None,0.75390625
0,2,8,Exp1,R2L,None,0.75390625
0,2,8,Exp1,U2D,None,0.75390625
0,2,8,Exp2,"(0, 267.22222222222223)",prediction_error,0.001505342561034078
0,2,8,Exp2,"(0, 534.4444444444445)",prediction_error,0.0039552559487755455
0,2,8,Exp2,"(45, 267.22222222222223)",prediction_error,0.04358658992560229
0,2,8,Exp2,"(45, 534.4444444444445)",prediction_error,0.0012664209978358043
0,2,8,Exp2,"(90, 267.22222222222223)",prediction_error,0.003861129896622919
0,2,8,Exp2,"(90, 534.4444444444445)",prediction_error,0.0009458680763009017
0,2,8,Exp2,"(135, 267.22222222222223)",prediction_error,0.024813542148964956
0,2,8,Exp2,"(135, 534.4444444444445)",prediction_error,0.012548010677851969
0,2,8,Exp2,"(180, 267.22222222222223)",prediction_error,0.003766671599905748
0,2,8,Exp2,"(180, 534.4444444444445)",prediction_error,0.050525723856426834
0,2,8,Exp2,"(225, 267.22222222222223)",prediction_error,0.03911431478629983
0,2,8,Exp2,"(225, 534.4444444444445)",prediction_error,0.0007779761645992157
0,2,8,Exp2,"(270, 267.22222222222223)",prediction_error,0.012489878972110045
0,2,8,Exp2,"(270, 534.4444444444445)",prediction_error,0.0010377368906158528
0,2,8,Exp2,"(315, 267.22222222222223)",prediction_error,0.0018506468993908728
0,2,8,Exp2,"(315, 534.4444444444445)",prediction_error,0.010397908621485461
0,2,8,Exp2,"(0, 267.22222222222223)",prediction_error,0.001505342561034078
0,2,8,Exp2,"(0, 534.4444444444445)",prediction_error,0.0039552559487755455
0,2,8,Exp2,"(45, 267.22222222222223)",prediction_error,0.04358658992560229
0,2,8,Exp2,"(45, 534.4444444444445)",prediction_error,0.0012664209978358043
0,2,8,Exp2,"(90, 267.22222222222223)",prediction_error,0.003861129896622919
0,2,8,Exp2,"(90, 534.4444444444445)",prediction_error,0.0009458680763009017
0,2,8,Exp2,"(135, 267.22222222222223)",prediction_error,0.024813542148964956
0,2,8,Exp2,"(135, 534.4444444444445)",prediction_error,0.012548010677851969
0,2,8,Exp2,"(180, 267.22222222222223)",prediction_error,0.003766671599905748
0,2,8,Exp2,"(180, 534.4444444444445)",prediction_error,0.050525723856426834
0,2,8,Exp2,"(225, 267.22222222222223)",prediction_error,0.03911431478629983
0,2,8,Exp2,"(225, 534.4444444444445)",prediction_error,0.0007779761645992157
0,2,8,Exp2,"(270, 267.22222222222223)",prediction_error,0.012489878972110045
0,2,8,Exp2,"(270, 534.4444444444445)",prediction_error,0.0010377368906158528
0,2,8,Exp2,"(315, 267.22222222222223)",prediction_error,0.0018506468993908728
0,2,8,Exp2,"(315, 534.4444444444445)",prediction_error,0.010397908621485461
0,2,8,Exp3,"(1, -1)",predictError,8.214129525488158e-14
0,2,8,Exp3,"(1, 1)",predictError,1.0641338518294418e-13
0,2,8,Exp3,"(2, -1)",predictError,2.505565516115614e-16
0,2,8,Exp3,"(2, 1)",predictError,2.470353032788677e-16
0,2,8,Exp3,"(3, -1)",predictError,4.2627146854642944e-11
0,2,8,Exp3,"(3, 1)",predictError,5.528402262002947e-10
0,2,9,Exp1,D2U,None,0.75390625
0,2,9,Exp1,L2R,None,0.34375
0,2,9,Exp1,R2L,None,1.0
0,2,9,Exp1,U2D,None,0.021484375
0,2,9,Exp2,"(0, 267.22222222222223)",prediction_error,7.364225394784377e-07
0,2,9,Exp2,"(0, 534.4444444444445)",prediction_error,0.007937833068954183
0,2,9,Exp2,"(45, 267.22222222222223)",prediction_error,0.014276482533032884
0,2,9,Exp2,"(45, 534.4444444444445)",prediction_error,0.006427572625644189
0,2,9,Exp2,"(90, 267.22222222222223)",prediction_error,0.0030393743750709856
0,2,9,Exp2,"(90, 534.4444444444445)",prediction_error,0.005901696566485488
0,2,9,Exp2,"(135, 267.22222222222223)",prediction_error,0.008169020857730665
0,2,9,Exp2,"(135, 534.4444444444445)",prediction_error,0.0029771497163615652
0,2,9,Exp2,"(180, 267.22222222222223)",prediction_error,9.307703492213482e-06
0,2,9,Exp2,"(180, 534.4444444444445)",prediction_error,0.000610475628007729
0,2,9,Exp2,"(225, 267.22222222222223)",prediction_error,0.015593962901159832
0,2,9,Exp2,"(225, 534.4444444444445)",prediction_error,0.04335262054912472
0,2,9,Exp2,"(270, 267.22222222222223)",prediction_error,0.004346273549596645
0,2,9,Exp2,"(270, 534.4444444444445)",prediction_error,0.0015159676433794936
0,2,9,Exp2,"(315, 267.22222222222223)",prediction_error,0.011334284611174656
0,2,9,Exp2,"(315, 534.4444444444445)",prediction_error,0.006190565895418212
0,2,9,Exp2,"(0, 267.22222222222223)",prediction_error,7.364225394784377e-07
0,2,9,Exp2,"(0, 534.4444444444445)",prediction_error,0.007937833068954183
0,2,9,Exp2,"(45, 267.22222222222223)",prediction_error,0.014276482533032884
0,2,9,Exp2,"(45, 534.4444444444445)",prediction_error,0.006427572625644189
0,2,9,Exp2,"(90, 267.22222222222223)",prediction_error,0.0030393743750709856
0,2,9,Exp2,"(90, 534.4444444444445)",prediction_error,0.005901696566485488
0,2,9,Exp2,"(135, 267.22222222222223)",prediction_error,0.008169020857730665
0,2,9,Exp2,"(135, 534.4444444444445)",prediction_error,0.0029771497163615652
0,2,9,Exp2,"(180, 267.22222222222223)",prediction_error,9.307703492213482e-06
0,2,9,Exp2,"(180, 534.4444444444445)",prediction_error,0.000610475628007729
